position,player_name,total_score,r4_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,distance,accuracy,gir,prox_fw,prox_rgh,scrambling,great_shots,poor_shots,sg_bs
T15,"Schauffele, Xander",-10,-5,0.566,-0.116,0.745,0.664,1.293,1.859,313.2,0.640625,0.805555,33.305505000000004,42.89652105263158,0.5,6,3,1.409
T15,"Herbert, Lucas",-10,-5,0.432,-0.276,1.481,0.222,1.427,1.859,313.15538461538466,0.65625,0.7916650000000001,29.950086842105264,46.83610625,0.5384611538461539,5.5,4.25,1.703
T15,"Kim, Si Woo",-10,1,0.435,0.374,1.247,-0.197,1.423,1.859,307.925,0.640625,0.75,31.006573684210526,37.91126315789474,0.6206906896551725,5.75,5.5,1.05
T15,"Scott, Adam",-10,-1,1.319,0.743,-0.218,0.014,0.54,1.859,304.7292307692308,0.6875,0.7638875,40.12651590909091,51.13482307692308,0.6250016666666667,4,3.25,-0.204
T15,"Molinari, Francesco",-10,-4,1.045,0.774,0.582,-0.542,0.814,1.859,293.45,0.71875,0.8194425000000001,33.90637916666667,61.42696428571428,0.7368415789473683,5,4,0.04
T15,"Quayle, Anthony",-10,-5,1.126,0.055,-0.113,0.791,0.733,1.859,307.65,0.703125,0.7916675,34.49438139534884,61.39358125,0.52174,5.5,4,0.678
T21,"Kisner, Kevin",-9,-2,0.75,0.428,0.663,-0.232,0.859,1.609,293.225,0.65625,0.8333325,39.48724210526316,52.95662631578947,0.4615396153846154,4.5,3.25,0.432
T21,"Lowry, Shane",-9,-2,-0.378,0.875,0.562,0.55,1.987,1.609,310.7,0.671875,0.8472225,32.777468292682926,58.56415882352942,0.4545454545454546,4.75,4,1.112
T21,"Fitzpatrick, Matt",-9,0,0.619,0.428,-0.045,0.607,0.99,1.609,312.325,0.609375,0.84722,36.870066666666666,56.878788888888884,0.4545468181818182,4.25,3.75,0.562
T21,"Scheffler, Scottie",-9,2,-0.416,0.105,1.2,0.721,2.025,1.609,310.3676923076923,0.6875,0.8611125,30.835454761904764,44.41205714285714,0.5000007692307692,5.75,3,1.92
T21,"Horschel, Billy",-9,-5,-0.425,0.681,0.307,1.045,2.033,1.609,303.025,0.75,0.84722,34.43673720930233,63.88456428571428,0.449999,5.25,4.5,1.352
T21,"Mullinax, Trey",-9,-3,0.407,0.824,0.685,-0.307,1.202,1.609,310.275,0.625,0.8333325,27.46032702702703,64.05384090909091,0.49999899999999997,5.5,4.75,0.378
T21,"Lee, Min Woo",-9,-4,1.235,0.433,0.178,-0.237,0.374,1.609,302.45,0.625,0.819445,35.23108974358974,63.41918421052631,0.5500020000000001,5.25,3.75,-0.059
T28,"Conners, Corey",-8,-5,0.947,0.194,-0.473,0.691,0.412,1.359,304.275,0.765625,0.805555,37.75676,59.81036153846154,0.592594074,3.75,3,0.218
T28,"Finau, Tony",-8,-6,0.774,-0.43,0.524,0.491,0.585,1.359,308.375,0.59375,0.791665,32.62992777777778,64.26223333333333,0.5333346666666666,5.75,3.75,1.015
T28,"Varner III, Harold",-8,-4,0.511,0.001,0.379,0.468,0.848,1.359,309,0.625,0.805555,33.743278947368424,63.373672222222226,0.4800000000000001,4,3,0.847
T28,"Zalatoris, Will",-8,-3,0.01,0.38,0.188,0.782,1.349,1.359,310.55,0.640625,0.805555,30.73629,60.5918,0.4347808695652174,6,4.5,0.969
T28,"Frittelli, Dylan",-8,-2,1.585,-0.102,0.28,-0.405,-0.227,1.359,308.1,0.59375,0.7638875,37.886956097560976,48.607955000000004,0.41666875,5,4.75,-0.125
T28,"Pieters, Thomas",-8,-1,0.946,-0.072,0.668,-0.184,0.412,1.359,309.175,0.53125,0.7777775,30.336583333333333,61.52170476190476,0.5,3.5,5,0.484
T34,"Rahm, Jon",-7,-2,-0.454,0.028,0.162,1.373,1.563,1.109,311.975,0.65625,0.8333325,33.810353488372094,70.3664875,0.5,5.75,4.25,1.535
T34,"MacIntyre, Robert",-7,-4,0.906,0.129,0.448,-0.373,0.203,1.109,306.325,0.546875,0.7638875,31.174159999999997,45.73736666666667,0.48000200000000004,4.5,4,0.074
T34,"Perez, Victor",-7,-2,-0.629,0.612,-0.186,1.312,1.737,1.109,308.725,0.71875,0.8333325,39.389942500000004,48.17073529411765,0.5217386956521739,4.25,3.75,1.126
T34,"Gooch, Talor",-7,-3,0.552,0.011,-0.125,0.67,0.557,1.109,308.6846153846154,0.703125,0.819445,38.25351818181818,49.00515384615385,0.3500005,5,4.25,0.546
T34,"Westwood, Lee",-7,-3,0.955,-0.379,-0.165,0.697,0.153,1.109,304.85,0.65625,0.76389,29.046743902439022,46.55169411764706,0.5384615384615385,5.75,4.75,0.532
T34,"Detry, Thomas",-7,-4,1.259,-0.462,-0.251,0.562,-0.15,1.109,312.2,0.640625,0.7777775,36.03022093023256,56.90227,0.40740629629629627,6.75,6,0.312
T34,"Theegala, Sahith",-7,-2,0.608,0.582,-0.629,0.548,0.5,1.109,311.85,0.625,0.8333325,43.57008333333333,55.32937647058824,0.5000005000000001,4.25,3,-0.081
T34,"Wise, Aaron",-7,-1,-0.564,0.584,0.421,0.667,1.672,1.109,312.975,0.625,0.805555,32.38752162162162,60.78473157894736,0.5714290476190476,4.75,2.75,1.089
T42,"Kirk, Chris",-6,-2,0.043,0.485,-0.299,0.629,0.816,0.859,303.125,0.734375,0.7777775,39.00345434782609,42.653369230769236,0.4642857142857143,5.5,4.5,0.33
T42,"Kokrak, Jason",-6,-4,1.03,0.036,-0.477,0.27,-0.171,0.859,303.45,0.640625,0.791665,36.05245365853658,58.139582352941176,0.6538473076923077,3.5,4.5,-0.207
T42,"Burns, Sam",-6,-8,1.514,-0.768,0.376,-0.263,-0.655,0.859,306.65,0.546875,0.7916675,33.15648048780488,62.002088888888885,0.35714250000000003,5.5,4.25,0.112
T42,"Meronk, Adrian",-6,-3,0.889,0.505,-0.823,0.288,-0.03,0.859,306.05,0.5625,0.805555,40.803121052631575,49.51708260869565,0.5909068181818182,5.25,3.5,-0.536
T42,"Lawrence, Thriston",-6,-3,0.273,0.695,-0.588,0.48,0.586,0.859,309.075,0.609375,0.805555,43.07155,57.41828421052631,0.46666799999999997,3.5,4.75,-0.108
T47,"Reed, Patrick",-5,-5,1.317,-0.211,0.47,-0.968,-0.709,0.609,298,0.578125,0.75,33.35959024390244,50.88639523809523,0.5600016,5,3.25,-0.498
T47,"Higgo, Garrick",-5,-6,0.77,0.157,-0.565,0.247,-0.161,0.609,303.04999999999995,0.65625,0.791665,36.346739534883724,49.339521052631575,0.35999840000000005,5.5,4,-0.318
T47,"Kim, Tom",-5,-1,0.248,0.001,0.083,0.277,0.36,0.609,294.9,0.734375,0.805555,33.47487045454545,77.53678666666667,0.5652191304347827,4.75,3.25,0.359
T47,"Smith, Jordan",-5,-5,-1.442,-0.042,1.3,0.793,2.051,0.609,312.55,0.609375,0.8055574999999999,31.010247500000002,65.86764500000001,0.4210515789473684,5.5,4.75,2.093
T47,"Katsuragawa, Yuto",-5,-3,-0.512,-0.693,0.804,1.009,1.12,0.609,309.15,0.734375,0.8888874999999999,33.263795,49.913163636363635,0.2608695652173913,3.5,4,1.813
T47,"Celli, Filippo",-5,-1,0.21,-0.438,-0.49,1.327,0.399,0.609,309.675,0.71875,0.73611,47.793327500000004,55.7109,0.4814807407407407,5.25,6.75,0.837
T53,"Thomas, Justin",-4,-2,-0.051,0.093,0.061,0.256,0.41,0.359,309.72615384615386,0.65625,0.7916650000000001,28.800600000000003,53.66235,0.55,6.75,5.5,0.317
T53,"Casey, Paul",-4,-2,-0.333,-0.609,0.754,0.546,0.692,0.359,302.475,0.640625,0.8333325,31.94848947368421,46.22192105263158,0.3999976666666667,3.75,4.25,1.3
T53,"Willett, Danny",-4,-3,0.147,0.313,0.091,-0.192,0.212,0.359,307.31538461538463,0.671875,0.76389,37.52776590909091,54.073146666666666,0.6086982608695652,6,5.25,-0.101
T53,"Niemann, Joaquin",-4,-4,-0.371,-0.006,0.389,0.347,0.73,0.359,318.2415384615385,0.5625,0.777775,31.18591388888889,50.465471428571426,0.56,5.75,5.5,0.737
T53,"Kennedy, Brad",-4,0,1.373,0.53,-0.503,-1.041,-1.014,0.359,291.675,0.71875,0.7638875,43.300804,51.39516428571428,0.6190457142857142,5,4.25,-1.544
T53,"Hojgaard, Nicolai",-4,1,0.682,-0.675,-0.454,0.805,-0.323,0.359,315.4,0.609375,0.805555,29.85447,62.283,0.4999989285714286,6,5,0.352
T53,"Scrivener, Jason",-4,-2,-0.377,0.639,0.219,-0.122,0.735,0.359,301.58769230769235,0.609375,0.8333325,30.8305125,56.03784761904762,0.6428578571428571,3.25,4,0.097
T53,"Dinwiddie, Robert",-4,-3,0.515,0.577,-0.643,-0.091,-0.157,0.359,301.925,0.625,0.7916675,38.797597674418604,62.990105,0.5909095454545454,4.5,3.75,-0.733
T53,"Van Meijel, Lars",-4,-3,0.713,0.173,-0.459,-0.069,-0.354,0.359,305.3,0.625,0.708335,34.619414285714285,65.79450526315789,0.5925911111111111,3.75,3.75,-0.527
T62,"Poulter, Ian",-3,2,0.994,0.494,-0.271,-1.108,-0.885,0.109,290.625,0.671875,0.791665,37.39796046511628,66.97015263157894,0.5238114285714286,4.75,4.75,-1.379
T62,"Tringale, Cameron",-3,-3,0.82,-1.02,-0.099,0.407,-0.711,0.109,303.125,0.6875,0.805555,36.50424705882353,63.20753,0.4482737931034483,4,4.75,0.308
T62,"Henley, Russell",-3,3,-0.574,0.514,0.085,0.083,0.682,0.109,299.5,0.703125,0.8611125,37.52176086956522,62.73255555555556,0.499999375,4.5,3.5,0.168
T62,"Munoz, Sebastian",-3,-2,0.287,0.399,-0.671,0.094,-0.178,0.109,297.975,0.703125,0.7916675,41.58481860465116,59.18823125,0.5,3.5,3.25,-0.577
T62,"Carey, David",-3,1,0.72,-0.367,-0.653,0.41,-0.611,0.109,312.725,0.5625,0.75,44.71049428571428,53.69439166666666,0.5416654166666667,5.75,4.75,-0.244
T62,"Parry, John",-3,0,0.64,0.568,-0.61,-0.489,-0.531,0.109,298.625,0.625,0.7499975,40.690284090909095,57.061525,0.5714285714285714,4,3.75,-1.099
T68,"Matsuyama, Hideki",-2,-5,-1.052,0.48,0.353,0.078,0.911,-0.141,299.325,0.703125,0.7916650000000001,34.73520476190476,50.564406250000005,0.4999986363636364,4.5,5.75,0.432
T68,"Bezuidenhout, Christiaan",-2,2,-0.309,-0.036,0.798,-0.594,0.168,-0.141,303.55,0.578125,0.7638875,29.87171951219512,46.08868571428571,0.4545468181818182,4,5,0.204
T68,"Garcia, Sergio",-2,1,0.707,-1.966,0.352,0.765,-0.849,-0.141,309.5,0.609375,0.708335,32.729123529411766,46.840777777777774,0.4054072972972973,5.5,5,1.117
T68,"Mansell, Richard",-2,2,-0.219,-0.001,-0.409,0.487,0.078,-0.141,311.7815384615385,0.609375,0.8194425000000001,36.73251111111111,74.343355,0.45454409090909087,5.5,5.75,0.079
T72,"Kitayama, Kurt",-1,1,-0.08,-0.457,-0.156,0.302,-0.311,-0.391,307.375,0.546875,0.791665,37.08262,56.450339130434784,0.52174,6,5.75,0.146
T72,"Law, David",-1,-3,-0.136,0.006,0.055,-0.316,-0.255,-0.391,305.675,0.59375,0.7361125,40.43549210526316,54.60117368421052,0.37037,4,4.5,-0.261
T74,"Armitage, Marcus",0,2,0.372,0.427,-0.711,-0.728,-1.013,-0.641,303.275,0.546875,0.65278,36.440615384615384,54.914685,0.5757572727272727,4.75,5,-1.439
T74,"De Los Santos, Justin",0,2,-0.982,0.896,-0.408,-0.147,0.341,-0.641,310.5615384615385,0.609375,0.8055525,38.440155000000004,58.661163157894734,0.5200008,4,4.25,-0.555
T76,"Clark, Wyndham",1,-3,-1.865,0.641,-0.515,0.848,0.974,-0.891,315.01230769230773,0.59375,0.7083325,32.51354166666667,64.40102105263156,0.5357149999999999,4,5.5,0.333
T76,"Arnaus, Adri",1,0,-1.934,0.007,1.102,-0.066,1.043,-0.891,316.26153846153846,0.609375,0.8888874999999999,30.396210526315787,45.867268181818176,0.3157878947368421,5.75,6.75,1.036
T76,"Jarvis, Aaron",1,1,0.925,0.317,-0.614,-1.519,-1.816,-0.891,294.0338461538462,0.640625,0.76389,38.07291063829787,86.00862352941176,0.5,3.5,5.5,-2.133
T79,"Canter, Laurie",2,2,0.567,-0.811,0.218,-1.115,-1.708,-1.141,300.25,0.625,0.7083325,35.44364047619048,56.959646666666664,0.4137917241379311,4,6.25,-0.897
T79,"Brown, Barclay",2,3,0.092,-0.477,0.129,-0.886,-1.233,-1.141,307.025,0.515625,0.694445,33.64102121212121,61.50317931034483,0.6060587878787879,5.25,6.75,-0.757
T81,"Im, Sungjae",4,2,-2.59,0.152,0.026,0.771,0.949,-1.641,304.4046153846154,0.703125,0.819445,40.63821818181818,47.648146153846156,0.4545445454545455,3.25,3.5,0.797
T81,"Bairstow, Sam",4,-3,0.156,0.016,-2.122,0.31,-1.797,-1.641,313.45,0.609375,0.6388875,47.77444047619048,56.75268823529412,0.5428580000000001,5.5,6.75,-1.812
83,"Rutherford, Jamie",8,3,-2.197,-1.225,1.483,-0.702,-0.444,-2.641,297.0015384615385,0.65625,0.819445,30.25557804878049,59.234329411764705,0.31818181818181823,2.5,5.25,0.781
CUT,"Oosthuizen, Louis",1,null,-0.879,-0.821,2.146,-0.735,0.59,-0.288,290,0.59375,0.7777799999999999,29.530771428571427,55.466179999999994,0.33333,5,5.5,1.411
CUT,"Simpson, Webb",1,null,0.842,-0.546,-0.933,0.349,-1.13,-0.288,297.55,0.84375,0.77778,34.89463571428571,67.696,0.4545445454545455,3,7,-0.584
CUT,"Morikawa, Collin",1,null,-0.713,-0.662,1.306,-0.219,0.425,-0.288,302.79999999999995,0.625,0.694445,32.73692272727273,55.70473333333334,0.6153846153846154,3.5,5.5,1.087
CUT,"Stenson, Henrik",1,null,-0.64,-1.394,1.332,0.414,0.352,-0.288,296.04999999999995,0.71875,0.7777799999999999,33.39611904761905,49.5614,0.31250125,6,2.5,1.746
CUT,"Homa, Max",1,null,-0.309,-0.314,-0.075,0.41,0.02,-0.288,308.8,0.53125,0.77778,32.63298421052632,52.64415454545454,0.5000014285714285,4,4.5,0.334
CUT,"Mitchell, Keith",1,null,-1.271,0.819,0.17,-0.006,0.983,-0.288,303.4,0.59375,0.75,36.81511428571429,81.14725,0.5,4.5,6.5,0.164
CUT,"Els, Ernie",1,null,0.068,0.437,0.61,-1.404,-0.357,-0.288,297.38787878787883,0.59375,0.83333,38.180212499999996,66.3291,0,4,4,-0.794
CUT,"Donaldson, Jamie",1,null,0.738,-0.367,-0.195,-0.464,-1.027,-0.288,288.65,0.6875,0.75,40.67265454545455,68.93212857142856,0.2727245454545455,5.5,5.5,-0.659
CUT,"Harding, Justin",1,null,0.285,-0.817,-0.374,0.618,-0.573,-0.288,297.75,0.65625,0.805555,38.36728421052632,80.45170714285715,0.2727272727272727,5,4,0.244
CUT,"Wu, Brandon",1,null,-0.934,-0.183,-0.342,1.17,0.645,-0.288,307.15,0.75,0.805555,36.18946086956522,65.40865714285714,0.4615376923076923,4,4.5,0.828
CUT,"Kanaya, Takumi",1,null,-0.286,-0.017,-1.397,1.412,-0.003,-0.288,301.29999999999995,0.78125,0.805555,42.64508181818182,57.9028,0.4615361538461539,5.5,3.5,0.015
CUT,"Vincent, Scott",1,null,-1.525,1.107,0.859,-0.73,1.237,-0.288,311.7969696969697,0.59375,0.8888849999999999,41.07752,44.800066666666666,0.5714271428571428,5.5,6.5,0.13
CUT,"Lombard, Zander",1,null,-1.331,0.57,-0.688,1.16,1.042,-0.288,312.15,0.6875,0.7777799999999999,43.36461818181819,60.089866666666666,0.599996,4.5,8,0.472
CUT,"Campbell, Ben",1,null,2.238,-0.241,-0.268,-2.018,-2.527,-0.288,274.45000000000005,0.59375,0.61111,34.64299090909091,83.10355,0.4999975000000001,6,5,-2.286
CUT,"Poston, J.T.",2,null,0.645,-1.058,0.288,-0.663,-1.433,-0.788,303.1,0.5625,0.722225,36.3536875,61.34055,0.47059058823529415,6.5,6.5,-0.375
CUT,"Lee, K.H.",2,null,0.233,-0.286,-0.294,-0.442,-1.021,-0.788,299.9,0.65625,0.722225,41.102199999999996,56.034575000000004,0.4615353846153846,6.5,6.5,-0.736
CUT,"Grillo, Emiliano",2,null,0.49,-0.99,0.81,-1.099,-1.278,-0.788,303.85,0.5625,0.61111,31.731966666666665,41.0284,0.5000028571428572,4,6.5,-0.288
CUT,"Kim, Chan",2,null,-0.655,-0.81,-0.14,0.817,-0.134,-0.788,304.95,0.6875,0.805555,30.022581818181816,47.702957142857144,0.4166658333333334,6.5,6.5,0.677
CUT,"Fox, Ryan",2,null,-1.707,-0.406,0.767,0.557,0.918,-0.788,312.9,0.59375,0.86111,32.67581428571428,48.043211111111106,0.33333333333333337,4.5,6,1.324
CUT,"Bjork, Alexander",2,null,0.4,-0.68,0.962,-1.47,-1.188,-0.788,285.65,0.53125,0.77778,37.40802380952381,49.239599999999996,0.4166641666666667,5.5,5,-0.508
CUT,"Bland, Richard",2,null,0.415,-0.544,-0.279,-0.381,-1.204,-0.788,295.1454545454545,0.65625,0.72222,41.62988571428571,52.131166666666665,0.6666673333333333,3,4.5,-0.66
CUT,"Griffin, Matthew",2,null,-0.035,-0.625,-0.194,0.065,-0.754,-0.788,299.25,0.65625,0.75,38.50587083333333,44.45442857142857,0.416665,4,6,-0.129
CUT,"Jordan, Matthew",2,null,-0.496,0.51,0.576,-1.379,-0.293,-0.788,303.54848484848486,0.59375,0.8333349999999999,41.9546,59.9251,0.5454554545454545,2.5,5,-0.803
CUT,"Bradley, Keegan",3,null,-1.017,0.437,-1.362,0.654,-0.271,-1.288,309.75,0.5625,0.75,43.22988095238095,45.94862500000001,0.41666833333333336,5,8,-0.709
CUT,"Norris, Shaun",3,null,-0.65,0.115,-1.962,1.208,-0.639,-1.288,302.05,0.78125,0.805555,48.530636,43.59717142857143,0.33333083333333335,3,5.5,-0.754
CUT,"Harrington, Padraig",3,null,-2.906,0.814,1.526,-0.723,1.617,-1.288,305.1,0.5,0.777775,34.383857894736835,42.86715384615385,0.5555555555555556,5,9,0.803
CUT,"Daly, John",3,null,0.543,-0.048,-1.645,-0.138,-1.831,-1.288,288.25,0.6875,0.66667,41.68384545454545,78.56526666666667,0.399998,5.5,5,-1.783
CUT,"Rai, Aaron",3,null,0.216,-0.877,-0.782,0.154,-1.505,-1.288,297.1,0.65625,0.66667,34.51527894736842,66.0292,0.5294135294117647,2,3.5,-0.627
CUT,"Johnson, Zach",3,null,-1.177,-0.897,0.669,0.117,-0.111,-1.288,293.1,0.84375,0.722225,34.7458,61.255525,0.3571442857142857,4.5,7,0.786
CUT,"Migliozzi, Guido",3,null,-0.846,0.533,-1.259,0.284,-0.442,-1.288,297.65,0.75,0.7777799999999999,41.648869230769236,55.546166666666664,0.75,3.5,6,-0.975
CUT,"Nakajima, Keita",3,null,0.967,0.173,-1.108,-1.32,-2.256,-1.288,299.8939393939394,0.5625,0.63889,37.554500000000004,59.4314,0.5,6.5,5,-2.428
CUT,"Catlin, John",3,null,-2.741,-0.07,0.321,1.203,1.453,-1.288,298.4,0.78125,0.805555,41.27038399999999,54.80065,0.5,7,8.5,1.523
CUT,"Ford, Matt",3,null,0.619,-0.453,-0.162,-1.292,-1.908,-1.288,281.85,0.53125,0.77778,37.18380526315789,62.076616666666666,0.500002,5.5,7.5,-1.455
CUT,"Koepka, Brooks",4,null,-0.939,0.233,0.961,-2.043,-0.849,-1.788,298.0060606060606,0.5625,0.75,32.09581818181818,31.39785714285714,0.4444433333333333,4.5,8.5,-1.082
CUT,"Na, Kevin",4,null,-1.285,-0.692,-0.687,0.875,-0.504,-1.788,297.04999999999995,0.6875,0.6111150000000001,38.746191304347825,52.048187500000004,0.5294135294117647,5,3.5,0.188
CUT,"Hughes, Mackenzie",4,null,0.142,-0.068,-0.806,-1.056,-1.93,-1.788,303.3818181818182,0.53125,0.75,37.723178947368424,66.39436666666667,0.25,4.5,7,-1.862
CUT,"Wiesberger, Bernd",4,null,-2.25,0.224,0.018,0.22,0.461,-1.788,316.1,0.53125,0.805555,32.43348888888889,54.491975,0.5454572727272727,5,3,0.237
CUT,"Power, Seamus",4,null,-0.992,-0.117,-0.079,-0.599,-0.796,-1.788,302.15,0.59375,0.694445,27.37714,65.42128,0.399998,5.5,6.5,-0.679
CUT,"Hoshino, Rikuya",4,null,-1.309,0.344,0.708,-1.531,-0.479,-1.788,294,0.59375,0.722225,30.95911578947368,54.470454545454544,0.5454536363636364,5.5,6.5,-0.824
CUT,"Cho, Min-gyu",4,null,-1.615,-0.04,1.501,-1.635,-0.174,-1.788,291.3515151515152,0.5625,0.77778,30.96057619047619,34.99076666666666,0.3333333333333333,3,4,-0.134
CUT,"Chesters, Ashley",4,null,-0.904,-0.05,-0.985,0.151,-0.884,-1.788,287.04999999999995,0.6875,0.77778,40.81796363636364,75.27465000000001,0.46153846153846156,4.5,5,-0.834
CUT,"Mickelson, Phil",5,null,-1.099,0.163,-0.303,-1.049,-1.19,-2.288,294.85,0.59375,0.722225,35.68776,66.91036363636363,0.5833341666666667,7,7,-1.353
CUT,"Li, Haotong",5,null,1.041,-0.916,-0.666,-1.749,-3.33,-2.288,290.25,0.5,0.694445,35.6196,51.5775,0.35714142857142855,5.5,10.5,-2.414
CUT,"Cink, Stewart",5,null,-2.416,0.52,-1.09,0.698,0.128,-2.288,311.20000000000005,0.6875,0.777775,37.06785,69.38245714285713,0.24999750000000004,3.5,6.5,-0.393
CUT,"List, Luke",5,null,-0.036,-0.929,-1.57,0.247,-2.252,-2.288,304.85,0.5,0.7222200000000001,39.38125,68.2504,0.23529411764705885,7,7,-1.324
CUT,"Pereira, Mito",5,null,-1.425,-1.23,1.703,-1.337,-0.864,-2.288,301.07878787878786,0.5625,0.805555,31.482183333333335,50.794850000000004,0.266668,3,6.5,0.366
CUT,"Kim, Sihwan",5,null,1.162,0.492,0.356,-4.299,-3.45,-2.288,275.94242424242424,0.53125,0.66667,44.23586956521739,60.074344444444435,0.6363645454545455,4.5,4,-3.942
CUT,"Higa, Kazuki",5,null,-0.066,-0.502,-0.532,-1.188,-2.222,-2.288,304.76969696969695,0.5625,0.722225,40.005028571428575,42.397225,0.2857121428571429,2.5,6,-1.72
CUT,"Zanotti, Fabrizio",5,null,-2.761,0.369,-0.74,0.844,0.472,-2.288,296,0.71875,0.86111,40.467690909090905,63.079425,0.375,2,5,0.103
CUT,"Penge, Marco",5,null,-0.568,-0.673,0.063,-1.111,-1.72,-2.288,304.8121212121212,0.53125,0.805555,50.09304117647059,63.10323999999999,0.3333333333333333,5.5,6.5,-1.048
CUT,"Woodland, Gary",6,null,-3.757,0.549,0.599,-0.179,0.969,-2.788,296.9,0.625,0.805555,38.65822,39.44307777777777,0.3571442857142857,2.5,6,0.42
CUT,"Leishman, Marc",6,null,-1.098,-2.062,-0.743,1.115,-1.69,-2.788,307,0.625,0.7222200000000001,47.633700000000005,51.20535454545455,0.2222222222222222,4,7,0.371
CUT,"Hoge, Tom",6,null,-1.69,-0.908,1.358,-1.548,-1.098,-2.788,298.6212121212121,0.6875,0.805555,38.46028571428571,41.0271125,0.36363727272727275,4,6.5,-0.19
CUT,"English, Harris",6,null,0.787,-0.703,-0.88,-1.993,-3.575,-2.788,308.5142857142857,0.6875,0.61111,45.68768333333333,70.07402857142858,0.5,5.5,7,-2.873
CUT,"Potgieter, Aldrich",6,null,-1.632,-0.327,1.298,-2.128,-1.156,-2.788,305.95,0.46875,0.722225,41.8095,46.264915384615385,0.46666466666666667,5,7,-0.83
CUT,"Farr, Oliver",6,null,-0.542,-1.217,0.349,-1.379,-2.246,-2.788,301.76666666666665,0.65625,0.72222,42.520275,71.02032857142856,0.3076884615384616,6.5,9,-1.03
CUT,"Kim, Minkyu",6,null,-1.733,-0.909,-1.105,0.959,-1.055,-2.788,298.6,0.6875,0.75,42.15194736842105,62.4276,0.38461538461538464,4,5,-0.146
CUT,"Lawrie, Paul",7,null,-1.95,-0.735,0.006,-0.61,-1.338,-3.288,283.7,0.6875,0.72222,30.628012000000002,85.29384999999999,0.5,4.5,7.5,-0.603
CUT,"Papadatos, Dimitrios",7,null,-0.594,-0.028,-0.979,-1.688,-2.695,-3.288,291.7,0.53125,0.75,42.14447619047619,89.94386666666666,0.4166675000000001,2,7.5,-2.667
CUT,"Fernandez Valdes, Jorge",7,null,-0.087,-1.672,-0.496,-1.033,-3.201,-3.288,297.05,0.53125,0.694445,41.99204090909091,44.580600000000004,0.375,3.5,5.5,-1.529
CUT,"Dodd, Stephen",7,null,0.449,-0.82,-1.941,-0.976,-3.737,-3.288,288.75,0.5625,0.63889,48.37201428571428,52.576690909090914,0.4375,4.5,6,-2.917
CUT,"Mullarney, Ronan",7,null,-0.68,-0.184,-1.4,-1.025,-2.608,-3.288,284.9,0.625,0.6111150000000001,41.23754545454545,80.48418571,0.56250125,3,6.5,-2.424
